Team_Year,Unique_Identifier,Conference,Year,Overall_Rank,Wins,Loss,AdjO,AdjD,AdjT,Luck,Strength_of_Schedule_Opp_O,Strength_of_Schedule_Opp_D,Opp_2P,Opp_3P,Opp_FT,Defense_Blk,Defense_Stl,Opp_NST,Opp_A,Opp_3P_Attempts,Off_2P,Off_3P,Off_FT,Off_Blk,Off_Stl,Off_NST,Off_A,Off_3P_Attempts,Off_eFG,Off_TO,Off_Reb,Off_FT_Rate,Opp_eFG,Opp_TO,Def_Reb,Opp_FT_Rate,Avg_Height,Experience,Bench,Continuity
SMU 2014,272,Amer,2014,31,27,10,111.3,93.7,64.5,-0.043,106.3,102.2,42.7,32.1,69.4,13.7,11.6,9.7,57,39.1,51.6,37.9,68.3,9.4,11.8,8.4,59.8,23.7,52.8,20.2,35,43.8,44.8,21.2,30.5,38.7,77,1.48,36,41
South Alabama 2014,273,SB,2014,253,11,20,101.1,108.1,64.5,-0.047,104.1,104.2,47.7,34.8,70,10.1,7.1,9.4,47.6,30.6,43.8,33.3,69.6,11.3,7.9,10.5,50,41.7,46.4,18.4,31.6,36.4,49.1,16.4,31.4,40.8,75,1.42,28,52.9
South Carolina 2014,274,SEC,2014,112,14,20,107.5,102.2,65.4,-0.052,108.3,100.9,49.4,32.6,68.7,11.3,9.4,10.6,55.9,34.6,42.6,37.8,70.6,12.3,11.2,10.1,54.4,27.8,46.5,21.3,39.4,45.7,49.2,20,33.9,56.9,76.5,0.92,34,34.5
South Carolina St. 2014,275,MEAC,2014,344,9,21,91.5,112.7,64.6,0.042,100.2,106.9,50,33.8,69,8.5,8,9.7,54,34,44.1,28,65.6,10.5,10.8,11.6,53.5,30.7,43.4,22.5,35.6,33.6,50.2,17.7,34.4,44.6,76.3,1.53,40,60.8
South Dakota 2014,276,Sum,2014,255,12,18,101.7,108.9,65.5,0.024,105.8,105.2,47.8,39.2,72,10.1,7.7,8.1,53.9,34.5,46.7,35.2,75.7,10,9.5,9.3,52.2,33.1,48.7,18.9,25.7,39.8,51.6,15.9,30.5,37.8,76.4,1.73,36.6,58.8
South Dakota St. 2014,277,Sum,2014,140,19,13,107,104.2,65.5,-0.003,104.7,106.2,50.3,35.5,71.9,7.9,7.9,8.4,48.7,32.3,48.9,33.9,76.5,8.4,10.2,7.7,54.7,35.4,49.6,17.9,30.9,43.7,51.3,16.3,22.4,38.4,78.3,2.31,22.2,60.4
South Florida 2014,278,Amer,2014,191,12,20,102.4,104.3,63.9,0.018,106.3,102.4,47.3,37,71.3,9.2,8.7,8.8,52.2,30,48.3,25.8,66.2,10.9,9.9,9.2,53.5,21.7,46.2,19.2,31.6,43.8,49.7,17.5,31.8,33.9,77.7,1.6,33.6,46.1
Southeast Missouri St. 2014,279,OVC,2014,226,18,14,108.4,113.7,69,-0.013,101.9,110,49.2,37.6,74.1,11,9.5,6.4,51.6,35.5,55.9,35.6,69.4,5.6,9.4,9.1,54.9,31.1,55.1,18.5,32.3,39.5,51.8,15.8,29,43,77.1,1.86,30.3,43
Boston University 2014,28,Pat,2014,126,24,11,106.3,102.5,65.1,0.077,103.4,106,48.2,35.4,70.7,4.9,10.5,10,53,33.6,50.9,36.3,71.4,8.9,7.7,9.9,54.9,39.2,52.3,17.6,28.1,29.9,49.8,20.4,29.8,31.5,75.6,1.79,29.8,87.6
Southeastern Louisiana 2014,280,Slnd,2014,312,12,18,98.7,112.8,63.2,0.003,101,109.5,50.9,33.3,68.4,10.1,6.3,9.6,52.9,30.7,47.5,36.5,68.8,10.5,8.3,10.1,49.5,35.1,50,18.5,25.3,39,50.6,15.9,33.5,43.9,75.7,2.13,30.9,39.4
Southern 2014,281,SWAC,2014,198,19,13,97.6,100.2,65.6,-0.035,99.2,108.8,41.4,30.5,66.1,13.7,8.1,10.2,42.2,31.8,48.2,34.6,62.2,8.8,9.5,11,50.3,30.6,49.3,20.5,32,39.3,42.8,18.3,30.1,53.7,76.7,2.02,36.8,41.6
Southern Illinois 2014,282,MVC,2014,165,14,19,106.1,106,61.5,-0.061,104.9,104.6,50.5,33.7,71.8,7,11.5,8.3,54.5,39.8,49.4,33,67.6,9.6,8.7,10.2,42.5,26.6,49.4,18.9,33.8,42.4,50.5,19.8,31.2,42.2,76.2,1.4,35.7,42.9
Southern Miss 2014,283,CUSA,2014,64,29,7,110.9,99.4,62.9,0.103,104.4,104.3,49.2,34.3,65.2,7.1,11.7,11.2,64.4,44.6,50,34.7,68.9,9.3,9.1,11.4,58.5,30.8,50.6,20.5,38.6,51.5,50.2,22.9,29.1,46.3,75.3,2.37,34,47.4
Southern Utah 2014,284,BSky,2014,351,2,27,87.4,114.6,64.2,-0.049,104.7,108.7,51.4,38.3,72.3,9,6.4,10.2,47,28.2,43.1,32.6,68.2,8.3,10.7,10.7,53.6,27.6,44.7,21.4,23.8,39.3,53.1,16.6,34.2,57.7,77.5,1.01,40,36.2
St. Bonaventure 2014,287,A10,2014,84,18,15,111.2,102.4,65.8,-0.066,106.9,102.7,49.4,35.5,70.1,12,10.2,11.3,51.9,33.7,49.9,32.6,71.6,8.3,8.8,10,51.8,25.3,49.6,18.8,36.5,41.1,50.7,21.5,31.7,45,77.8,2.28,29.2,50
St. Francis NY 2014,288,NEC,2014,199,18,14,98.9,101.5,65,0.006,103.4,109,44.2,33.8,72.7,13.5,8.3,9.8,47.1,26.5,48.7,31.5,68.1,8.8,9.2,10.2,49.9,33.7,48.2,19.4,33.2,36.1,45.9,18.2,29.1,43.7,75.3,1.71,41.1,62.2
St. Francis PA 2014,289,NEC,2014,314,10,21,96.4,111.1,61.1,0.038,103.4,107.9,50.8,37.5,75.3,7.2,9,8.5,42.8,30.1,47.3,32,64.2,11.7,8.2,8.8,53.5,41.7,47.6,17,26,32.7,52.4,17.5,32.2,30.1,74.1,1.34,32.2,70.5
Bowling Green 2014,29,MAC,2014,207,12,20,93,96.9,65,-0.028,104.1,104.3,44.3,35.6,65.3,14.7,10.8,9.7,57,32,46.4,28.3,63.6,8.4,12.6,9.6,50.9,23.9,45.5,22.1,30.3,36.3,47.3,20.5,31.2,38.5,77.1,1.83,16.7,34.3
St. John's 2014,290,BE,2014,54,20,13,108.5,95.4,66.6,-0.046,108.7,103.3,44,34.5,70.8,19.9,9.9,9.3,51.4,32.7,47.6,34.9,69.9,6.9,7.8,7.8,50.1,24.1,48.7,15.6,31.1,37.1,46.5,19.2,30.8,38.1,77.8,1.65,34.8,67.8
Stanford 2014,291,P12,2014,34,23,13,112.4,96.4,65.3,0.016,110.2,100.7,45.8,34.9,71.6,11.6,7.9,9.2,56.8,33.9,49.9,36.4,70.2,6.5,8.1,8.8,46.3,29.3,51.3,16.9,29.3,45,48,17,28.1,37,78.6,2.36,18.8,61.2
Stephen F. Austin 2014,292,Slnd,2014,70,32,3,112.3,101.5,61.2,0.073,102,109.2,50,34.7,68.6,8.8,10.4,13.2,48.2,26.2,52.3,34.9,71.4,9.9,7.8,9.1,62.3,36,52.3,16.9,38.2,39.9,50.5,23.6,28.9,50.7,75.2,2,30,48.4
Stetson 2014,293,ASun,2014,335,7,24,94.5,114.5,61.3,0.032,102.7,108,51.7,37.5,71.6,10.7,8.7,10.2,55.6,35.9,48.2,29.4,66.3,10.6,10.4,8.8,54.2,33.2,46.8,19.2,27.8,36.2,53.3,18.9,36.5,37.5,77.1,1.99,32.3,37.4
Stony Brook 2014,294,AE,2014,169,23,11,105.4,105.4,64.4,0.015,99.6,107.4,47.2,32.9,71,10,8.9,10.1,55.1,40.1,48.8,35.4,72,8.6,10.2,8.5,50.4,27.2,50,18.7,34.4,38.4,48.1,19,27.3,42.1,76.3,1.77,27.6,64.6
Syracuse 2014,295,ACC,2014,18,28,6,114.6,93,59.6,0.016,109.4,102.2,45.5,34.5,66.8,17.2,13.1,8.9,63.9,40.5,47.7,33.1,70.8,7.6,7.1,7.7,49.1,27,48.2,14.8,38.1,38.2,48,22,31.5,36.7,78.5,1.44,19.7,50.4
TCU 2014,296,B12,2014,212,9,22,99.4,103.7,63.8,0.007,110.9,100.9,49.8,34.3,70.4,8.2,9.2,9.8,62.3,33.1,43.3,31.9,73.2,9.4,8.7,8.9,53.5,28.4,44.6,17.6,24.6,44.8,50.3,19,39,35.4,76.7,1.17,29.5,26
Temple 2014,298,Amer,2014,150,9,22,110.7,109.1,66.3,-0.078,108.4,101.3,52.1,35.8,68.1,8.3,8.3,7.5,51.2,29.1,46.8,33.8,70.7,11.5,8.3,6.8,50.8,30.7,48,15.1,32.3,31.7,52.6,15.9,33.9,37.2,77.8,1.52,23.4,30.8
Tennessee 2014,299,SEC,2014,10,24,13,117.9,94.2,61.6,-0.099,108.9,100.8,44.5,34.5,70.2,11.6,8.1,8.8,45.1,27.7,50.6,31.9,71.8,9.5,8.4,8.4,49.6,30.6,49.8,16.8,39.7,41.8,46.5,16.9,27.5,31.5,78.1,2.05,24,56.3
Akron 2014,3,MAC,2014,145,21,13,105,102.9,64,0.073,103.7,104.5,47.1,33.5,71.6,10.5,10,9.5,46.7,27.7,49.3,34.6,62.3,9.1,9.9,9.9,47.6,37.2,50.3,19.8,35.2,40.4,47.9,19.5,32.5,36.1,77.9,1.88,39.6,54.2
Bradley 2014,30,MVC,2014,214,12,20,100.2,104.6,62.5,-0.05,104.4,106.1,50.7,32.6,71.3,8.5,11.1,9.2,56.7,39.1,45.7,32.2,70.1,8.6,9.2,9.6,42.4,27.8,46.4,18.7,32.3,36.5,50,20.2,31.1,43.4,77.2,2.03,23.5,41.2
Tennessee Martin 2014,300,OVC,2014,318,8,23,103.2,118.6,67.4,-0.065,103.3,109.1,59.4,38.2,70.6,6.9,10.6,8.8,59.8,31.4,45.8,34.9,72,11.5,8.7,7.6,53.1,34.4,48.1,16.2,30,35.1,58.8,19.5,32.7,49.7,76.7,1.95,36,65.1
Tennessee St. 2014,301,OVC,2014,288,5,25,101.9,113.6,63.2,-0.05,105.3,106.6,52.8,34.1,72.4,7.7,8.1,8.5,50.8,33.6,48.4,29.4,69.6,10.1,8.4,10,44.2,31.1,47.1,18.4,31.9,43,52.3,16.6,33,51.4,75.7,1.71,30.3,39.4
Tennessee Tech 2014,302,OVC,2014,268,17,16,100.2,108.5,66.2,0.092,103.9,108.8,50.5,35.6,70.9,12.3,9.7,9.9,50.7,31.3,50.5,32.6,67.2,7.5,10.9,11.5,49.7,31.8,50,22.4,35.5,46.1,51.5,19.5,31.6,54.3,75.9,2.05,38.6,45.3
Texas 2014,303,B12,2014,41,24,11,111.8,97.3,66.8,0.092,110.9,101.3,42.9,35.2,69.2,15.8,8.2,8.1,54.3,36,46.9,32.7,67.1,7.9,9.1,8.4,49.9,26,47.4,17.5,39.6,43.4,46.5,16.3,30.2,41,76.5,0.8,33.5,52.4
Texas A&M 2014,304,SEC,2014,110,18,16,101.4,95.9,61.8,-0.013,105.5,103.5,46.5,28.8,68.9,11.3,9.8,10.5,56.6,36.7,48.1,31.7,64.2,11.7,9.3,8.1,56.7,34.1,47.9,17.4,27.5,38.8,45.3,20.3,32,39.8,78,1.39,32.9,42
Texas A&M Corpus Chris 2014,305,Slnd,2014,230,18,16,105.2,110.6,60.5,0.016,102.1,110.6,50.8,34,68.4,9,10.2,8.3,55.3,34.3,50.6,37.2,66.6,10.2,8.7,10.4,50.4,23.1,51.8,19.2,35.2,43.8,50.9,18.5,32.9,45.4,75.2,1.63,33.9,66.5
Texas Pan American 2014,306,WAC,2014,295,9,23,93.7,106.5,64.1,-0.032,103.1,107.8,51.4,33.2,68.9,7,10.1,11,60.2,36.8,46.7,27.9,66,9.3,8.7,9.2,52.1,30.1,45.3,17.8,29.1,35.8,50.8,21.1,34.6,46.4,76.1,2.07,31.2,39.8
Texas Southern 2014,307,SWAC,2014,259,19,15,106.7,114.1,65.7,-0.004,97.6,108.8,48.9,35.6,68.7,8.1,6.6,9.1,50.6,29.6,50.7,35.8,71.3,10.5,9.4,9.9,54.8,32.3,51.7,19.3,33.6,49.3,50.2,15.8,31.2,29.8,76.7,2.7,26.3,42.3
Texas St. 2014,308,SB,2014,277,8,23,94.9,104.3,61.1,-0.114,105.3,106.7,47.9,40,70.3,8.4,9.2,10,49.9,32.8,48,30.7,66.7,9.1,10.1,11.5,49.1,29.9,47.5,21.5,29.7,33.6,51.9,19.2,28.9,43.4,77.2,1.79,36.7,57.8
Texas Tech 2014,309,B12,2014,80,14,18,111.4,102.4,59.9,-0.053,110.7,101.1,50,33,73.9,11.1,9.6,8.3,48.6,37.3,50.7,31.1,72.8,9,9.5,9.4,46.7,26.2,49.7,18.9,37.6,38.7,49.9,17.9,32.9,42,78,1.82,33.1,61.7
Brown 2014,31,Ivy,2014,162,15,14,101.1,100.5,68.3,-0.118,102.2,106.1,44.1,30.6,70.6,11.9,8,8.7,50.9,31,44.7,37.8,67.8,11.1,9.1,9.6,51.7,29.6,48.3,18.7,30.8,35.6,44.6,16.7,28.2,37.3,76.7,1.03,27,42.3
The Citadel 2014,310,SC,2014,345,7,26,96.3,118.5,63.5,-0.046,101.5,108.5,51.1,35.1,67.4,7.4,5.9,8.9,50.1,33.4,45.1,35.7,71.2,10.6,9.2,10,56,31,47.7,19.2,27,34.4,51.6,14.8,34.6,36.4,76.3,1.11,28.2,57.9
Toledo 2014,311,MAC,2014,104,27,7,115,109.1,67,0.111,102.7,104.4,52,35.8,69.8,7.7,9.6,9.9,50.6,33.4,50.6,34.6,73.1,9.1,7.8,7,55,28.2,50.9,14.7,35.2,43.7,52.6,19.5,31.7,35.1,76.3,1.66,26,50.5
Towson 2014,312,CAA,2014,130,25,11,110.6,107.2,63.9,0.08,103.7,107.1,45.2,31.1,68.5,12,6.1,6.7,49,31.9,49.2,35.7,69.4,10.2,7.6,9.9,40.4,31.3,50.5,17.5,35.6,53.3,45.7,12.8,31.7,38.1,77.7,2.19,22.7,66.2
Troy 2014,313,SB,2014,250,11,20,101.9,108.8,63.3,-0.085,102.9,105.9,51.4,32.5,71.8,6.3,8.5,9.4,54.8,33.4,45.4,33.9,66,9.9,8.4,10.5,48.7,39.2,47.5,18.9,32.9,43.9,50.5,17.9,32.5,30.6,76.1,2.63,24.1,57.8
Tulane 2014,315,CUSA,2014,285,17,17,99.7,111.1,61.9,0.143,102.1,105.9,49.3,35.4,67.8,8.4,7.4,9.2,58.2,36,44.6,35.2,69.4,10.7,10.3,9.7,44.7,34.5,47.4,20.1,30.1,49.5,50.7,16.6,32.1,40.7,76.7,1.18,23.6,20.4
Tulsa 2014,316,CUSA,2014,82,21,13,106.1,97.2,66.8,-0.023,104.9,104.3,43.2,35.2,68.9,10.5,9.9,10.4,50.2,33.9,49.2,32.7,67.6,8.4,8.5,8.3,51.1,31.8,49.2,16.8,30.2,47.1,46.4,20.3,29.6,47.5,76.5,1.33,35.6,63.9
UAB 2014,317,CUSA,2014,156,18,13,104.1,103.1,66.8,-0.009,102.8,104.7,46.2,31.9,66.7,9.9,7.2,8.1,50.7,32.3,45.5,30,65.6,9.3,10,8.5,48.6,26.7,45.3,18.5,39.8,41.6,46.7,15.3,29.7,30.9,77.8,2.22,29.6,55.5
UC Davis 2014,318,BW,2014,316,9,22,101.3,116.4,64.8,0.035,103.9,106.6,54.4,39.2,74.6,5.7,7.5,10.7,57.4,31.1,48.3,34.9,68.9,10.5,8.2,9.1,48.2,39.9,49.9,17.3,23.9,37.2,55.8,18.3,35.6,38.8,76.3,1.48,35.6,40.4
UC Irvine 2014,319,BW,2014,90,23,12,103.9,95.7,62.8,-0.02,105.9,107,39.2,33.2,71.3,16.2,8.1,6.8,51.9,29.2,50.7,35.5,62.8,6.7,8.8,10.6,59.2,29.3,51.4,19.4,32,36.3,42.3,14.9,29.6,39.3,78.1,1.31,32.3,48.3
Bryant 2014,32,NEC,2014,196,18,14,106,108.5,65.3,0.029,102.2,107.1,47.5,36.4,68.6,7.5,9.3,8.8,50.4,35.6,53.8,33.2,70.5,12.3,9.9,8.2,49.7,33.7,52.5,18.1,29,37.1,50,18,34.1,32.8,75.8,2.07,17.6,72.6
UC Riverside 2014,320,BW,2014,273,10,21,98.7,107.7,65.8,-0.049,103.2,106.4,45.9,38.2,74.6,11.1,8.8,8.6,53.2,30.1,47.3,29.7,69.3,9.5,10,9.4,47.5,26.9,46.5,19.4,29.3,41.9,49.3,17.4,30.7,43,76.1,1.79,36.3,49.5
UC Santa Barbara 2014,321,BW,2014,102,21,9,110.6,104.4,62.1,0.056,104.8,105.2,43.5,35.2,67.5,14,7.7,8.3,60.8,37.4,50.5,38.7,71.3,6.8,7.6,10.1,64.5,34.3,53.1,17.6,31,41.9,47,16,31.7,39.3,76.3,1.57,28,64.3
UCF 2014,322,Amer,2014,155,13,18,107.1,106.1,66.3,-0.047,107.4,101.9,51,36,65.7,10.4,10.1,7.1,54.8,29.4,49.1,32.6,61.4,13,11.1,8.9,47.7,34.9,49,20,38.1,38.2,51.9,17.2,33.1,36.6,77.5,1.86,31.8,73
UCLA 2014,323,P12,2014,14,28,9,118.7,96.1,68.4,-0.019,109.1,101.5,48.6,34.4,67.6,9,13.1,7.2,56.7,41.6,53,38,74.9,6.2,7.4,7.1,59.3,27.5,54.1,14.5,29.8,38.2,49.9,20.3,28.6,35.7,78.8,1.34,31.5,65.9
UMass Lowell 2014,324,AE,2014,322,10,18,95.3,111.4,62.7,0.063,101.7,105.9,51.7,31.8,71,7.1,9.1,9,61.9,34.7,43.9,32.1,70.3,10.2,10,10.9,57.5,40.1,45.6,20.9,27.9,38.8,50.3,18.2,36,35.5,74.1,1.97,27.5,0
UMBC 2014,325,AE,2014,323,9,21,92.6,108.7,66.6,-0.003,100.7,107.2,49.5,36.7,70.3,8.1,11,10.5,57.7,35.6,44.9,30.7,66.4,9.5,10.8,10.7,53.6,34.5,45.3,21.5,29.9,40.4,51.5,21.5,31.1,57.6,76.1,1.32,42.5,44.1
UMKC 2014,326,WAC,2014,272,10,20,98.4,107.4,68.3,0.017,104.4,106.9,52.7,34.7,71.4,6.5,9.8,9.4,54.9,35.7,49.4,30.5,63.2,10.8,8.8,9.4,48,32.7,48.2,18.3,25.7,40.9,52.5,19.3,31.2,43.3,76.6,1.92,29.1,36.7
UNC Asheville 2014,327,BSth,2014,235,17,15,106.7,112.5,69,0.026,103.1,108.8,49.2,36.9,68.3,13.5,9.2,7.6,51.9,31.6,48.7,38.1,74.6,10.5,9.9,9.4,46.2,32.3,51.4,19.3,33.6,43.4,51.2,16.8,34.2,41.3,76,1.44,22.1,20.7
UNC Greensboro 2014,328,SC,2014,315,14,18,93.9,108.9,68.8,0.068,101.8,109.3,51,33.6,70,5.4,7.8,9.2,47.6,32.7,46.4,32.7,68,7.5,8.8,11.2,44.6,26.5,47.1,20,28.7,37,50.8,17,27.6,47,76.5,1.13,31.1,37.5
UNC Wilmington 2014,329,CAA,2014,280,9,23,96,105.7,62.2,-0.043,106.1,106.1,49.7,34.4,64.9,10.8,9,8.2,49.2,34.8,44.6,28.3,65.3,9.6,10.7,6.9,46.8,27.5,44,17.6,31.4,32.3,50.4,17.3,34.1,42,76.6,2.16,40.1,66.9
Bucknell 2014,33,Pat,2014,160,16,14,103,102.1,62.9,-0.042,103.4,106,46.5,33.9,66.3,4.4,7.2,7.1,49.1,32.7,44.6,39,74.6,12.7,8.7,8.1,51.1,30.9,48.9,16.8,29,31.7,47.9,14.3,24.4,31.8,76.4,1.99,35,48.8
UNLV 2014,330,MWC,2014,79,20,13,108.2,99,65.2,-0.048,105.5,105,44.2,30.2,68.8,14.6,7.2,8,46.5,27.9,48.7,32.9,65.4,9.1,7.8,8.8,52.4,31.1,48.9,16.6,34.2,39.5,44.5,15.3,31,25.7,77.2,1.89,29.7,24.3
USC 2014,331,P12,2014,151,11,21,103.5,102,68.4,-0.014,109.7,101,49.2,32.1,68.5,10.6,7.6,8.1,55.8,34.1,49.7,28.5,66.9,10.1,10.4,9.2,50,27.4,47.8,19.6,30.6,42.3,48.9,15.7,32.2,38.7,78.3,1.75,31.6,37.2
USC Upstate 2014,332,ASun,2014,167,19,15,105,104.9,64.2,-0.059,103.1,108.6,45.1,34.2,72.7,10.2,9.4,8.6,54.2,40.5,52,31.8,67.2,7.3,9.5,8.8,60,34.5,50.5,18.3,34.9,38.9,47.6,18,31,38.6,77.3,2.21,30.7,74.3
UT Arlington 2014,333,SB,2014,215,15,17,105.9,110.3,68.2,0.059,104.5,104.9,49,38,68,10.1,6.6,10.3,52.9,39.6,48.9,34.4,70.9,10.9,9.1,9.7,47.9,39.7,50,18.8,31.2,42.3,52.2,16.9,32.3,42.6,75.5,2.25,28,32.9
Utah 2014,335,P12,2014,40,21,12,110.7,95.9,63.6,-0.052,107.8,102.3,46.7,32.6,67.5,11.7,9.7,9.2,44.8,30.5,53.7,34.5,74.1,9,9.4,8.8,57.5,33,53.1,18.3,28.2,39.8,47.3,18.8,29.2,36.2,77.2,1.4,27.8,40.4
Utah St. 2014,336,MWC,2014,121,18,14,109.8,105.3,62.2,0.009,105.8,103.8,48.2,31.1,72.3,9.4,5.3,7,52.4,33.1,46.8,40.9,73.9,11.2,8.4,8.8,65.2,30.9,51.3,17.2,32.3,33.7,47.6,12.4,26.7,33.6,77.2,2.14,32.7,61.4
Utah Valley 2014,337,WAC,2014,204,20,12,102.8,106,61.1,0.121,103.1,107.6,49.6,32.8,64.8,7.2,7.5,8.3,49.2,33,48,33.5,75.2,10.8,9.3,7.9,61.7,35.9,48.8,17.2,27.7,38.7,49.5,15.8,28.8,35.4,76.1,2.07,21.3,39.4
UTEP 2014,339,CUSA,2014,103,23,11,105.3,99.3,63,0.015,104.1,106.3,43.9,30.5,66,11.2,7.6,9.8,50.8,35.5,51.2,32.6,68.5,7,9.5,10.6,56.5,26.6,50.6,20.2,32.5,52.7,44.5,17.4,33.3,37.8,79.2,1.62,23.2,53.8
Buffalo 2014,34,MAC,2014,101,19,10,109.7,103.4,66.6,-0.033,101.7,104.1,47.6,30.6,68.3,12,9.9,9.3,50.5,31.2,50,33.7,71.6,7.7,10.1,8.4,60.4,34.5,50.2,18.5,35.1,41.8,47.1,19.2,31.4,36.3,76.5,2.02,23.6,50
UTSA 2014,340,CUSA,2014,313,8,22,100.9,115.6,66.5,0,103.2,105,54.3,37.3,67.9,5.2,8.6,8.5,56.2,38.5,46.6,33.4,70,13.6,10.8,12.5,47.6,35.4,47.9,23.2,34.5,51.5,54.9,17.1,33.1,44,76.2,2.3,32.1,39.1
Valparaiso 2014,341,Horz,2014,163,18,16,104.2,103.7,63.4,-0.028,104.5,105,43.8,34.1,71.3,13,7.9,8.2,58,32.4,50.7,35,73.2,11.8,10.6,11.9,51.6,36,51.4,22.6,33,45.8,46.2,16.1,31.4,43.9,77.4,1.54,37.4,24.3
Vanderbilt 2014,342,SEC,2014,109,15,16,104.1,98.6,61.9,0.019,107.6,101.4,45.8,30.4,64.8,11.7,7.2,9.2,48.1,33.5,49.8,31.9,65.8,11.3,10.8,9.8,58.6,37.5,49.1,20.6,29.9,41.2,45.7,16.5,34.6,35.3,78.3,1.85,23.9,50.5
VCU 2014,343,A10,2014,25,26,9,109.2,89.4,68.9,-0.058,107.4,102,48.8,30.3,66.8,11.5,15.7,9.9,48.5,30,45.6,34.9,67.4,10,8.3,8.9,49.8,33.9,47.9,17.2,34.9,35.2,47.8,25.6,30.9,39.7,76.6,1.7,32.8,63.4
Vermont 2014,344,AE,2014,75,22,11,109.9,99.7,62.1,-0.064,101.8,105.7,44,32.5,72.9,11.3,11.1,9.1,47.6,32.5,49.6,39.1,71.9,9.5,8.5,9.7,53.3,28.8,52.2,18.2,33.2,46,45.5,20.1,27.8,40.2,77.6,2.55,28.7,76.3
Villanova 2014,345,BE,2014,11,29,5,116.3,92.6,66,0.075,110.1,102.6,43,35.3,70.7,11.2,10.1,9.9,54.1,33,53.8,35.6,71.6,7.4,8.2,9.1,60.1,44.8,53.6,17.3,32.6,44.5,46.3,20,28.7,38.6,77.5,1.55,30.8,72.6
Virginia 2014,346,ACC,2014,4,30,7,114.8,88.3,59.5,0.012,109.4,100.8,42.1,32.3,66.2,12,8.6,9.8,51.3,33.5,49,36.9,67.3,9.5,8.5,8,56.6,29.7,50.8,16.5,33.9,42,44.2,18.4,25.8,32.5,78.3,1.46,29.1,55.9
Virginia Tech 2014,347,ACC,2014,174,9,22,100.1,100.8,62.3,-0.08,108.8,102.6,45.6,32.6,66.6,13.3,5.1,8,55.8,40.5,43.1,36.1,64.8,11,9.6,10.1,50.8,36.4,47.1,19.7,31.7,38.1,47,13,29.5,33.5,78.5,1.29,36.6,49.6
VMI 2014,348,BSth,2014,210,22,13,108.3,112.2,73.3,0.061,102.9,109.2,49.4,34,71.2,11.8,8.3,7.3,45.9,27.7,51.2,31.8,70.4,9.7,6.9,6.7,44.4,38.9,49.9,13.6,32.5,34.5,49.9,15.6,34.1,36.8,74.8,1.52,28,53.2
Wagner 2014,349,NEC,2014,189,19,12,98.6,100.3,66.6,0.016,102.6,109.5,43.6,30.3,71.5,16.7,9,9.7,45.7,32.4,45.1,33.7,73.5,9.2,9,9.1,46.1,27.6,46.6,18.2,34.5,36.6,44.2,18.7,31.8,43.4,76,2.32,36,68.7
Butler 2014,35,BE,2014,99,14,17,106,99.3,61.9,-0.056,108.8,102,51.4,31.4,68.8,6.7,9,8.7,49.5,30.3,47.3,31.4,65.6,9.4,8.4,6.9,45.7,32,47.3,15.3,30.4,37.7,50.1,17.7,28.5,31.4,77.3,1.69,22,50.1
Wake Forest 2014,350,ACC,2014,117,17,16,106.6,101.6,66.4,0.059,109.5,102.2,47.7,31.4,69,10,8.1,8.6,51.3,31,50,32.9,65,9.7,9.9,8.5,56.1,29,49.8,18.4,30.3,50.1,47.6,16.8,33.7,39,77.5,1.5,32.6,74.1
Washington 2014,351,P12,2014,98,17,15,111.8,105,66.7,0.037,107.9,102,53.3,31.8,69.2,7,7.8,8.5,45,27.1,49.1,33.9,75.8,9.9,7.9,8.6,51.1,29.5,49.6,16.5,32.2,37.1,51.8,16.3,29.2,41.4,77.1,1.66,23.2,44.2
Washington St. 2014,352,P12,2014,190,10,21,101.7,103.6,60.5,-0.042,108.9,101.3,49.6,36.9,68.9,8.4,8.2,9.3,49.8,32.3,45.2,32.7,65.8,9.3,8.8,9.2,49.8,43.3,46.9,18,27.7,37.2,51.5,17.5,27.9,44.7,78.3,1.61,34.3,61.3
Weber St. 2014,353,BSky,2014,172,19,12,106.4,107,62.9,-0.009,103.3,110,47,33.7,70.7,8.7,6,7.8,47.5,22.6,51.1,39.4,74.2,7,8.1,10.9,55.1,37.1,54.1,19,28.4,49.7,47.8,13.8,28.7,35.1,77.2,1.59,23.9,56
West Virginia 2014,354,B12,2014,58,17,16,115.5,103.2,66.3,-0.066,110.3,101.5,50,34.5,67.7,8,9,9.4,52.1,34.1,46.9,38.1,72.1,10.3,6.8,7.4,49.9,34.4,50.4,14.2,32.4,39.1,50.6,18.5,32.5,41.6,77.1,1.19,32.3,52.1
Western Carolina 2014,355,SC,2014,237,19,15,103.7,109.5,65.6,0.028,102.2,108.4,50.8,33.2,70.7,12.5,10.5,9.3,48.8,30.3,46.1,34.9,71.7,6.9,8.6,9.2,46.7,33.7,48.2,17.8,35.4,36.8,50.5,19.8,32.7,58,76.4,2.32,34.2,81.9
Western Illinois 2014,356,Sum,2014,274,10,20,94.1,103.2,60.9,-0.068,105.8,107.2,46.9,34.8,71.8,7.7,8.6,10.2,54.5,32.6,48.3,34,68.1,9.2,11.2,10.4,54.3,29.9,49.1,21.6,24.8,38.9,48.6,18.7,28.5,47.1,76.6,1.26,32.1,33.4
